Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Borough,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas
ELEC,Quik Park Brooklyn Bridge LLC - Tesla Destination,4 Joralemon St,,Brooklyn,NY,11201,Brooklyn,,718-488-0099  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.692941,-74.000298,10/6/22,114904,2023-01-18 15:15:20 UTC,P,,,3/11/16,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Rapidpark 44 State Street - Tesla Destination,44 State St,,Brooklyn,NY,11201,Brooklyn,,718-624-5955  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.692062,-73.99816,10/6/22,114905,2023-01-18 15:15:20 UTC,P,,,6/13/17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Park Kwik LLC 50 Washington St. - Tesla Destination,45 Main St,,Brooklyn,NY,11201,Brooklyn,,718-222-0500  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.702882,-73.990594,10/6/22,114906,2023-01-18 15:15:20 UTC,P,,,8/10/17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Kings County Parking - Tesla Destination,581 Clarkson Ave,,Brooklyn,NY,11203,Brooklyn,,718-245-5337  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.65601,-73.940902,10/6/22,114907,2023-01-18 15:15:20 UTC,P,,,6/16/17,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,1 Hotel Brooklyn Bridge - Tesla Destination,60 Furman St,,Brooklyn,NY,11201,Brooklyn,,877-803-1111  877-798-3752,E,,Public,,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.701461,-73.995566,10/6/22,114908,2023-01-18 15:15:20 UTC,P,,,4/6/17,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,City Parking Linc Garage - Tesla Destination,62 Northside Piers,,Brooklyn,NY,11249,Brooklyn,,718-963-7048  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.719425,-73.963964,10/6/22,114909,2023-01-18 15:15:20 UTC,P,,,6/16/17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,"Littleman Driggs Parking, LLC - Tesla Destination",626 Driggs Ave,,Brooklyn,NY,11211,Brooklyn,,212-714-3571  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.715033,-73.958595,10/6/22,114910,2023-01-18 15:15:20 UTC,P,,,5/24/18,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,GGMC Parking 66 Rockwell Pl Garage - Tesla Destination,66 Rockwell Pl,,Brooklyn,NY,11217,Brooklyn,,718-797-2408  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.688086,-73.979234,10/6/22,114911,2023-01-18 15:15:20 UTC,P,,,11/13/15,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Standard Parking 200 Cadman Plaza West - Tesla Destination,75 Henry St,,Brooklyn,NY,11221,Brooklyn,,800-836-6666  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.698707,-73.992365,10/6/22,114912,2023-01-18 15:15:20 UTC,P,,,5/24/18,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,GGMC Parking 75 Smith St Garage - Tesla Destination,75 Smith St,,Brooklyn,NY,11201,Brooklyn,,718-643-0593  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.689016,-73.988672,10/6/22,114913,2023-01-18 15:15:20 UTC,P,,,11/13/15,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Standard Parking 2 Metrotech - Tesla Destination,8 Metrotech Ctr S,,Brooklyn,NY,11201,Brooklyn,,800-836-6666  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.693122,-73.985696,10/6/22,114914,2023-01-18 15:15:20 UTC,P,,,5/24/18,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Quik Park 81 Fleet Place LLC - Tesla Destination,81 Fleet Pl,,Brooklyn,NY,11201,Brooklyn,,212-832-2066  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.693248,-73.981744,10/6/22,114915,2023-01-18 15:15:20 UTC,P,,,3/11/16,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Rapidpark 906 Union Street - Tesla Destination,906 Union St,,Brooklyn,NY,11215,Brooklyn,,718-622-4867  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.672884,-73.971541,10/6/22,114916,2023-01-18 15:15:20 UTC,P,,,6/13/17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,imPark 101 Bedford Ave - Tesla Destination,101 Bedford Ave,,Brooklyn,NY,11211,Brooklyn,,718-387-1737  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.719751,-73.954866,10/6/22,114918,2023-01-18 15:15:20 UTC,P,,,1/9/18,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,The William Vale Hotel - Tesla Destination,111 N 12th St,,Brooklyn,NY,11249,Brooklyn,,718-631-8400  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.722137,-73.956583,10/6/22,114919,2023-01-18 15:15:20 UTC,P,,,5/9/16,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,iPark 386 E 48th Street - Tesla Destination,386 E 48th St,,New York,NY,11248,Brooklyn,,212-813-0014  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.7529,-73.967723,10/6/22,115115,2023-01-18 15:15:20 UTC,P,,,3/10/17,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Brooklyn Museum - Tesla Supercharger,878 Washington Avenue,,Brooklyn,NY,11225,Brooklyn,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-8,40.669936,-73.963069,10/3/22,122247,2022-12-01 17:40:26 UTC,P,,,3/1/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,
ELEC,ImPark Underhill Garage - Tesla Destination,105 Underhill Ave,,Brooklyn,NY,11238,Brooklyn,,877-909-6199  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.6775259,-73.9657852,10/6/22,122469,2023-01-18 15:15:20 UTC,P,,,12/19/18,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,ProPark 184 Kent Ave - Tesla Destination,184 Kent Ave,,Brooklyn,NY,11249,Brooklyn,,718-559-5699  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.7185092,-73.9648207,10/6/22,122470,2023-01-18 15:15:20 UTC,P,,,1/18/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,ImPark 500 4th Ave - Tesla Destination,212 12th St,,Brooklyn,NY,11215,Brooklyn,,212-937-8660  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.6685202,-73.9904888,10/6/22,122471,2023-01-18 15:15:20 UTC,P,,,12/19/18,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Sherman Parking - Tesla Destination,26 S 6th St,,Brooklyn,NY,11211,Brooklyn,,718-243-2688  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.711729,-73.967698,10/6/22,122472,2023-01-18 15:15:20 UTC,P,,,1/17/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,iPark 34 N 7th Street 2 - Tesla Destination,34 N 7th St,,Brooklyn,NY,11249,Brooklyn,,718-782-1494  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.720708,-73.96231,10/6/22,122473,2023-01-18 15:15:20 UTC,P,,,6/13/17,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,IMPark 353 4th Ave - Tesla Destination,353 4th Ave,,Brooklyn,NY,11215,Brooklyn,,212-937-8660  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.6732353,-73.9862323,10/6/22,122475,2023-01-18 15:15:20 UTC,P,,,2/12/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,MTP Parking 363 Bond Street - Tesla Destination,363 Bond St,,Brooklyn,NY,11231,Brooklyn,,212-575-5335  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.6781552,-73.9904425,10/6/22,122476,2023-01-18 15:15:20 UTC,P,,,1/18/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,MTP Parking 568 Union Ave - Tesla Destination,568 Union Ave,,Brooklyn,NY,11211,Brooklyn,,718-218-6688  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.718054,-73.951847,10/6/22,122477,2023-01-18 15:15:20 UTC,P,,,1/17/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,ImPark Atlantic Terrace - Tesla Destination,669 Atlantic Ave,,Brooklyn,NY,11217,Brooklyn,,718-857-7770  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.6832871,-73.9735893,10/6/22,122478,2023-01-18 15:15:20 UTC,P,,,12/19/18,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,MTP Parking 755 Kent Ave - Tesla Destination,755 Kent Ave,,Brooklyn,NY,11249,Brooklyn,,718-855-7407  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.698671,-73.959625,10/6/22,122479,2023-01-18 15:15:20 UTC,P,,,1/17/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,INDUSTRY CITY LOT B WEST,533 2nd Ave,,Brooklyn,NY,11232,Brooklyn,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.659333,-74.006419,4/20/23,122592,2023-04-20 00:14:32 UTC,,,,5/3/19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Atlantic Center - Tesla Supercharger,625 Atlantic Avenue B12,,Brooklyn,NY,11217,Brooklyn,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,40.683715,-73.974337,10/3/22,149300,2022-12-01 17:40:26 UTC,P,,,9/30/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,
ELEC,333 Schermerhorn Garage - The Hub - Tesla Destination,333 Schermerhorn St,,Brooklyn,NY,11217,Brooklyn,,718-395-4072  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.686983,-73.980498,10/6/22,150532,2023-01-18 15:15:20 UTC,P,,,8/28/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,One Blue Slip-Greenpoint - Tesla Destination,1 Blue Slip,,Brooklyn,NY,11222,Brooklyn,,718-713-8733  877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.736562,-73.959195,10/6/22,150540,2023-01-18 15:15:20 UTC,P,,,8/28/19,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Enterprise Parking 545 Washington Ave - Tesla Destination,545 Washington Ave,,Brooklyn,NY,11238,Brooklyn,,347-889-6642  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681953,-73.964405,10/6/22,150573,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Enterprise Parking 150 Myrtle Ave - Tesla Destination,150 Myrtle Ave,,Brooklyn,NY,11201,Brooklyn,,718-422-7506  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.693476,-73.982605,10/6/22,150575,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,Enterprise Parking 147 Flatbush Avenue Extension - Tesla Destination,147 Flatbush Ave Ext,,Brooklyn,NY,11201,Brooklyn,,718-855-7050  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.695154,-73.983861,10/6/22,150576,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,IMPark 302 2nd St - Tesla Destination,302 2nd St,,Brooklyn,NY,11215,Brooklyn,,718-499-1235  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.674312,-73.98488,10/6/22,150581,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,IPark 255 Schermerhorn - Tesla Destination,255 Schermerhorn St,,Brooklyn,NY,11217,Brooklyn,,347-763-2930  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.687913,-73.983039,10/6/22,150582,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,IPark 99 3rd Avenue - Tesla Destination,99 3rd Ave,,Brooklyn,NY,11217,Brooklyn,,347-457-6504  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.683126,-73.982088,10/6/22,150583,2023-01-18 15:15:20 UTC,P,,,3/31/19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,iPark 34 N 7th Street - Tesla Destination,34 N 7th St,,Brooklyn,NY,11249,Brooklyn,,718-782-1494  877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.72054,-73.962249,10/6/22,168539,2023-01-18 15:15:20 UTC,P,,,5/22/18,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,577 Baltic Street - Adam America Real Estate - Tesla Destination,577 Baltic Street,,Brooklyn,NY,11217,Brooklyn,,  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681151,-73.982101,10/6/22,168557,2023-01-18 15:15:20 UTC,P,,,4/12/17,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
ELEC,610 Warren Street - Tesla Destination,610 Warren Street,,Brooklyn,NY,11217,Brooklyn,,  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681263,-73.981155,10/6/22,168558,2023-01-18 15:15:20 UTC,P,,,6/16/17,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,
